a,b,c,d,e,f,g,h,i,k
3274.0111,37.0111,16.0111,300.0111,109.0111,3482.0111,218.0111,203.0111,117.0111,2106.0111
3268.0111,44.0111,19.0111,270.0111,103.0111,3491.0111,221.0111,196.0111,103.0111,2135.0111
3245.0111,355.0111,11.0111,150.0111,40.0111,3532.0111,201.0111,220.0111,156.0111,2539.0111
2722.0111,343.0111,13.0111,134.0111,30.0111,2730.0111,194.0111,220.0111,165.0111,671.0111
2665.0111,59.0111,1.0111,42.0111,-2.0111,1956.0111,220.0111,235.0111,152.0111,1723.0111
2640.0111,207.0111,1.0111,400.0111,89.0111,1573.0111,218.0111,239.0111,158.0111,1802.0111
2495.0111,308.0111,29.0111,85.0111,40.0111,785.0111,128.0111,208.0111,213.0111,576.0111
2522.0111,339.0111,18.0111,192.0111,70.0111,691.0111,180.0111,212.0111,170.0111,469.0111
3278.0111,79.0111,14.0111,446.0111,109.0111,1500.0111,238.0111,214.0111,104.0111,1500.0111
3244.0111,83.0111,22.0111,350.0111,75.0111,1354.0111,244.0111,197.0111,72.0111,1350.0111
3186.0111,75.0111,20.0111,306.0111,17.0111,1237.0111,240.0111,198.0111,80.0111,1230.0111
2827.0111,65.0111,15.0111,295.0111,155.0111,1233.0111,233.0111,207.0111,102.0111,779.0111
2782.0111,98.0111,22.0111,190.0111,107.0111,1343.0111,249.0111,202.0111,70.0111,895.0111
2770.0111,108.0111,26.0111,162.0111,95.0111,1371.0111,253.0111,200.0111,58.0111,924.0111
3095.0111,148.0111,9.0111,153.0111,27.0111,1812.0111,233.0111,239.0111,138.0111,2122.0111
3052.0111,3.0111,16.0111,633.0111,8.0111,2657.0111,196.0111,207.0111,146.0111,2492.0111
3052.0111,1.0111,18.0111,649.0111,8.0111,2644.0111,192.0111,204.0111,147.0111,2462.0111
2702.0111,106.0111,4.0111,330.0111,24.0111,2270.0111,227.0111,234.0111,142.0111,1742.0111
2694.0111,69.0111,4.0111,240.0111,16.0111,2208.0111,224.0111,231.0111,143.0111,1831.0111
2667.0111,77.0111,9.0111,216.0111,11.0111,1773.0111,232.0111,224.0111,125.0111,1753.0111
2596.0111,37.0111,9.0111,255.0111,86.0111,1450.0111,220.0111,219.0111,134.0111,1683.0111
2579.0111,53.0111,20.0111,192.0111,69.0111,1415.0111,227.0111,192.0111,90.0111,1595.0111
2527.0111,336.0111,18.0111,192.0111,73.0111,684.0111,178.0111,213.0111,173.0111,467.0111
3432.0111,75.0111,11.0111,793.0111,153.0111,2126.0111,234.0111,218.0111,115.0111,1604.0111
3415.0111,83.0111,8.0111,752.0111,136.0111,2037.0111,232.0111,226.0111,127.0111,1693.0111
3402.0111,111.0111,7.0111,713.0111,123.0111,1919.0111,232.0111,233.0111,134.0111,1812.0111
3391.0111,100.0111,12.0111,693.0111,225.0111,1830.0111,239.0111,224.0111,113.0111,1831.0111
2855.0111,20.0111,6.0111,457.0111,183.0111,1075.0111,216.0111,228.0111,149.0111,618.0111
2841.0111,29.0111,21.0111,342.0111,169.0111,1187.0111,208.0111,190.0111,111.0111,731.0111
2830.0111,57.0111,18.0111,285.0111,158.0111,1243.0111,229.0111,200.0111,97.0111,787.0111
2820.0111,63.0111,21.0111,256.0111,148.0111,1271.0111,233.0111,191.0111,80.0111,816.0111
3402.0111,296.0111,13.0111,525.0111,97.0111,1507.0111,182.0111,235.0111,193.0111,872.0111
3286.0111,39.0111,14.0111,301.0111,112.0111,3539.0111,220.0111,209.0111,121.0111,2089.0111
2709.0111,33.0111,7.0111,481.0111,100.0111,2398.0111,219.0111,226.0111,143.0111,1591.0111
2663.0111,154.0111,7.0111,0.0111,0.0111,1924.0111,229.0111,241.0111,145.0111,1771.0111
2677.0111,86.0111,8.0111,150.0111,21.0111,1825.0111,232.0111,227.0111,129.0111,1776.0111
2634.0111,100.0111,11.0111,335.0111,-4.0111,1729.0111,238.0111,226.0111,118.0111,1812.0111
2577.0111,46.0111,22.0111,201.0111,67.0111,1433.0111,221.0111,188.0111,92.0111,1559.0111
2558.0111,34.0111,17.0111,180.0111,48.0111,1405.0111,215.0111,200.0111,115.0111,1471.0111
2544.0111,48.0111,13.0111,180.0111,34.0111,1383.0111,224.0111,212.0111,120.0111,1383.0111
2498.0111,61.0111,21.0111,60.0111,15.0111,1316.0111,232.0111,191.0111,82.0111,1237.0111
2484.0111,124.0111,19.0111,60.0111,16.0111,924.0111,248.0111,223.0111,96.0111,752.0111
2540.0111,340.0111,19.0111,234.0111,86.0111,642.0111,177.0111,210.0111,169.0111,424.0111
3340.0111,100.0111,23.0111,551.0111,174.0111,1689.0111,250.0111,203.0111,69.0111,1682.0111
2837.0111,59.0111,19.0111,277.0111,165.0111,1254.0111,231.0111,197.0111,91.0111,797.0111
3336.0111,50.0111,16.0111,569.0111,-12.0111,3493.0111,225.0111,204.0111,108.0111,1822.0111
3311.0111,38.0111,13.0111,454.0111,146.0111,3523.0111,219.0111,210.0111,123.0111,1937.0111
3154.0111,34.0111,12.0111,150.0111,4.0111,3084.0111,218.0111,214.0111,130.0111,3210.0111
2947.0111,70.0111,6.0111,828.0111,181.0111,2539.0111,227.0111,228.0111,135.0111,691.0111
2704.0111,55.0111,4.0111,365.0111,26.0111,2334.0111,222.0111,231.0111,145.0111,1710.0111
2682.0111,34.0111,3.0111,60.0111,3.0111,2100.0111,219.0111,232.0111,149.0111,1830.0111
2673.0111,63.0111,10.0111,30.0111,2.0111,2047.0111,229.0111,221.0111,124.0111,1816.0111
2668.0111,72.0111,8.0111,30.0111,-2.0111,2030.0111,230.0111,224.0111,127.0111,1812.0111
2494.0111,58.0111,20.0111,42.0111,9.0111,1318.0111,230.0111,195.0111,89.0111,1201.0111
2479.0111,125.0111,13.0111,30.0111,-6.0111,1087.0111,242.0111,230.0111,114.0111,940.0111
2474.0111,189.0111,8.0111,42.0111,0.0111,1061.0111,221.0111,246.0111,160.0111,911.0111
2532.0111,313.0111,20.0111,150.0111,78.0111,700.0111,162.0111,220.0111,196.0111,499.0111
2560.0111,349.0111,19.0111,319.0111,108.0111,566.0111,183.0111,206.0111,159.0111,342.0111
3292.0111,102.0111,14.0111,433.0111,126.0111,1579.0111,242.0111,221.0111,105.0111,1565.0111
2779.0111,95.0111,34.0111,153.0111,107.0111,1376.0111,250.0111,168.0111,17.0111,920.0111
3292.0111,36.0111,13.0111,285.0111,87.0111,3583.0111,219.0111,211.0111,126.0111,2103.0111
3082.0111,2.0111,23.0111,679.0111,27.0111,2751.0111,183.0111,191.0111,140.0111,2520.0111
2715.0111,36.0111,8.0111,488.0111,37.0111,2440.0111,220.0111,221.0111,137.0111,1590.0111
2707.0111,32.0111,9.0111,400.0111,29.0111,2376.0111,218.0111,221.0111,139.0111,1680.0111
2687.0111,30.0111,7.0111,127.0111,8.0111,2179.0111,218.0111,226.0111,143.0111,1878.0111
2683.0111,39.0111,6.0111,85.0111,12.0111,2106.0111,221.0111,226.0111,141.0111,1854.0111
2680.0111,49.0111,9.0111,67.0111,9.0111,2089.0111,224.0111,221.0111,131.0111,1850.0111
2656.0111,85.0111,8.0111,30.0111,-2.0111,1976.0111,232.0111,227.0111,128.0111,1831.0111
2679.0111,205.0111,7.0111,95.0111,23.0111,1892.0111,216.0111,246.0111,166.0111,1834.0111
2620.0111,203.0111,11.0111,404.0111,75.0111,1657.0111,215.0111,250.0111,169.0111,1926.0111
2475.0111,223.0111,10.0111,30.0111,5.0111,1020.0111,207.0111,250.0111,178.0111,874.0111
2466.0111,141.0111,3.0111,0.0111,0.0111,865.0111,224.0111,238.0111,150.0111,702.0111
2471.0111,316.0111,18.0111,30.0111,5.0111,816.0111,170.0111,222.0111,191.0111,646.0111
2557.0111,338.0111,19.0111,242.0111,102.0111,616.0111,174.0111,209.0111,172.0111,408.0111
3172.0111,76.0111,10.0111,182.0111,3.0111,1243.0111,232.0111,222.0111,121.0111,1209.0111
2877.0111,344.0111,14.0111,400.0111,205.0111,1138.0111,192.0111,218.0111,164.0111,685.0111
2886.0111,23.0111,17.0111,342.0111,214.0111,1194.0111,208.0111,202.0111,126.0111,738.0111
3098.0111,104.0111,10.0111,256.0111,45.0111,1935.0111,237.0111,228.0111,121.0111,1909.0111
3079.0111,303.0111,11.0111,60.0111,3.0111,1572.0111,190.0111,235.0111,185.0111,2082.0111
3396.0111,284.0111,15.0111,573.0111,57.0111,1531.0111,178.0111,239.0111,201.0111,900.0111
2760.0111,25.0111,12.0111,30.0111,1.0111,2882.0111,214.0111,215.0111,135.0111,391.0111
2713.0111,22.0111,13.0111,408.0111,35.0111,2398.0111,212.0111,213.0111,136.0111,1680.0111
2699.0111,27.0111,11.0111,216.0111,21.0111,2259.0111,216.0111,216.0111,136.0111,1890.0111
2690.0111,24.0111,9.0111,134.0111,11.0111,2184.0111,215.0111,220.0111,141.0111,1900.0111
2666.0111,42.0111,13.0111,67.0111,7.0111,2017.0111,222.0111,212.0111,123.0111,1862.0111
2620.0111,146.0111,5.0111,324.0111,75.0111,1638.0111,228.0111,239.0111,145.0111,1842.0111
2470.0111,122.0111,3.0111,0.0111,0.0111,1033.0111,225.0111,237.0111,147.0111,895.0111
2479.0111,308.0111,24.0111,42.0111,12.0111,799.0111,148.0111,217.0111,206.0111,636.0111
2573.0111,339.0111,18.0111,309.0111,118.0111,553.0111,179.0111,212.0111,170.0111,342.0111
2576.0111,344.0111,16.0111,335.0111,119.0111,534.0111,185.0111,213.0111,165.0111,319.0111
3467.0111,70.0111,12.0111,900.0111,234.0111,2353.0111,233.0111,215.0111,112.0111,1419.0111
3412.0111,109.0111,9.0111,684.0111,179.0111,2060.0111,235.0111,231.0111,127.0111,1664.0111
3379.0111,102.0111,16.0111,569.0111,146.0111,1826.0111,245.0111,217.0111,96.0111,1781.0111
3206.0111,99.0111,18.0111,192.0111,37.0111,1338.0111,247.0111,212.0111,87.0111,1302.0111
2989.0111,65.0111,16.0111,192.0111,22.0111,642.0111,233.0111,205.0111,98.0111,541.0111
2881.0111,319.0111,10.0111,424.0111,209.0111,1120.0111,194.0111,231.0111,177.0111,674.0111
2883.0111,329.0111,12.0111,395.0111,211.0111,1148.0111,190.0111,225.0111,174.0111,700.0111
2877.0111,80.0111,28.0111,306.0111,205.0111,1233.0111,244.0111,178.0111,45.0111,778.0111
3385.0111,50.0111,21.0111,589.0111,36.0111,3502.0111,224.0111,190.0111,90.0111,1624.0111
3348.0111,42.0111,15.0111,560.0111,183.0111,3556.0111,221.0111,206.0111,116.0111,1826.0111
3315.0111,39.0111,15.0111,362.0111,110.0111,3528.0111,219.0111,206.0111,118.0111,2030.0111
2768.0111,12.0111,17.0111,190.0111,42.0111,2910.0111,200.0111,203.0111,136.0111,603.0111
2728.0111,34.0111,9.0111,488.0111,99.0111,2524.0111,219.0111,221.0111,138.0111,1531.0111
2726.0111,27.0111,9.0111,518.0111,104.0111,2503.0111,217.0111,221.0111,140.0111,1561.0111
2692.0111,27.0111,8.0111,153.0111,21.0111,2190.0111,217.0111,222.0111,141.0111,1924.0111
2671.0111,45.0111,13.0111,85.0111,18.0111,2043.0111,223.0111,210.0111,119.0111,1892.0111
2657.0111,70.0111,11.0111,42.0111,3.0111,2014.0111,232.0111,218.0111,117.0111,1890.0111
2616.0111,232.0111,8.0111,339.0111,71.0111,1693.0111,207.0111,248.0111,178.0111,1899.0111
2490.0111,74.0111,18.0111,67.0111,9.0111,1103.0111,239.0111,202.0111,88.0111,977.0111
2481.0111,74.0111,14.0111,42.0111,6.0111,1075.0111,236.0111,212.0111,104.0111,947.0111
2475.0111,72.0111,11.0111,30.0111,0.0111,1048.0111,233.0111,218.0111,116.0111,918.0111
2488.0111,309.0111,28.0111,67.0111,22.0111,782.0111,133.0111,209.0111,211.0111,626.0111
2539.0111,315.0111,24.0111,150.0111,81.0111,684.0111,149.0111,212.0111,200.0111,513.0111
2585.0111,342.0111,10.0111,350.0111,130.0111,511.0111,200.0111,226.0111,164.0111,300.0111
3403.0111,117.0111,7.0111,607.0111,170.0111,1979.0111,233.0111,233.0111,132.0111,1678.0111
3357.0111,113.0111,22.0111,524.0111,124.0111,1776.0111,251.0111,211.0111,77.0111,1753.0111
2840.0111,102.0111,29.0111,242.0111,168.0111,1300.0111,253.0111,188.0111,41.0111,845.0111
2813.0111,101.0111,29.0111,182.0111,141.0111,1356.0111,253.0111,188.0111,43.0111,899.0111
3097.0111,200.0111,6.0111,492.0111,74.0111,2234.0111,218.0111,246.0111,163.0111,1645.0111
3412.0111,299.0111,15.0111,511.0111,73.0111,1590.0111,175.0111,233.0111,197.0111,875.0111
3432.0111,47.0111,17.0111,600.0111,83.0111,3455.0111,224.0111,201.0111,106.0111,1442.0111
3341.0111,42.0111,17.0111,513.0111,176.0111,3517.0111,220.0111,201.0111,111.0111,1878.0111
3336.0111,32.0111,16.0111,485.0111,162.0111,3513.0111,215.0111,204.0111,122.0111,1907.0111
3070.0111,3.0111,16.0111,900.0111,201.0111,2609.0111,196.0111,207.0111,146.0111,1742.0111
2729.0111,11.0111,10.0111,513.0111,51.0111,2504.0111,210.0111,221.0111,147.0111,1593.0111
2720.0111,23.0111,12.0111,376.0111,42.0111,2402.0111,213.0111,214.0111,136.0111,1742.0111
2691.0111,27.0111,8.0111,153.0111,20.0111,2163.0111,217.0111,222.0111,141.0111,1939.0111
2653.0111,65.0111,20.0111,192.0111,42.0111,1866.0111,234.0111,195.0111,84.0111,1953.0111
2599.0111,103.0111,21.0111,228.0111,54.0111,1651.0111,249.0111,209.0111,78.0111,1746.0111
2592.0111,207.0111,14.0111,210.0111,47.0111,1616.0111,209.0111,252.0111,175.0111,1657.0111
2557.0111,117.0111,21.0111,124.0111,41.0111,1521.0111,250.0111,216.0111,83.0111,1418.0111
2528.0111,137.0111,17.0111,67.0111,14.0111,1434.0111,244.0111,231.0111,109.0111,1328.0111
2475.0111,348.0111,18.0111,60.0111,1.0111,845.0111,185.0111,209.0111,161.0111,706.0111
3470.0111,180.0111,11.0111,916.0111,237.0111,2424.0111,224.0111,247.0111,154.0111,1376.0111
3424.0111,92.0111,11.0111,700.0111,191.0111,2161.0111,237.0111,223.0111,116.0111,1572.0111
3235.0111,92.0111,20.0111,216.0111,69.0111,1443.0111,246.0111,206.0111,80.0111,1401.0111
3194.0111,94.0111,15.0111,127.0111,25.0111,1332.0111,242.0111,216.0111,99.0111,1283.0111
2837.0111,98.0111,29.0111,240.0111,165.0111,1310.0111,252.0111,185.0111,40.0111,860.0111
2807.0111,107.0111,29.0111,180.0111,135.0111,1366.0111,254.0111,191.0111,43.0111,912.0111
3156.0111,110.0111,6.0111,162.0111,24.0111,1101.0111,230.0111,234.0111,138.0111,1758.0111
3409.0111,307.0111,17.0111,484.0111,70.0111,1584.0111,173.0111,228.0111,195.0111,908.0111
3370.0111,27.0111,15.0111,636.0111,205.0111,3507.0111,212.0111,207.0111,128.0111,1754.0111
3322.0111,37.0111,19.0111,366.0111,101.0111,3466.0111,216.0111,196.0111,108.0111,2047.0111
3309.0111,22.0111,15.0111,297.0111,70.0111,3458.0111,209.0111,206.0111,130.0111,2136.0111
3295.0111,352.0111,12.0111,421.0111,72.0111,3428.0111,199.0111,220.0111,158.0111,2817.0111
2785.0111,6.0111,10.0111,0.0111,0.0111,2982.0111,208.0111,222.0111,150.0111,268.0111
2743.0111,9.0111,6.0111,418.0111,105.0111,2631.0111,214.0111,228.0111,152.0111,1445.0111
2734.0111,6.0111,11.0111,524.0111,56.0111,2525.0111,207.0111,219.0111,149.0111,1595.0111
2724.0111,18.0111,12.0111,366.0111,46.0111,2405.0111,211.0111,215.0111,139.0111,1774.0111
2712.0111,27.0111,12.0111,258.0111,33.0111,2310.0111,215.0111,215.0111,135.0111,1924.0111
2686.0111,35.0111,11.0111,150.0111,33.0111,2110.0111,219.0111,215.0111,130.0111,1954.0111
2647.0111,208.0111,6.0111,0.0111,0.0111,2026.0111,216.0111,245.0111,165.0111,1951.0111
2601.0111,109.0111,15.0111,268.0111,-16.0111,1806.0111,245.0111,222.0111,102.0111,2014.0111
2552.0111,121.0111,21.0111,95.0111,28.0111,1513.0111,250.0111,218.0111,85.0111,1415.0111
2584.0111,105.0111,7.0111,408.0111,129.0111,446.0111,232.0111,232.0111,133.0111,242.0111
3461.0111,158.0111,13.0111,849.0111,228.0111,2372.0111,233.0111,242.0111,137.0111,1442.0111
3447.0111,81.0111,14.0111,750.0111,214.0111,2256.0111,238.0111,215.0111,106.0111,1510.0111
3411.0111,108.0111,10.0111,636.0111,178.0111,2110.0111,237.0111,229.0111,122.0111,1570.0111
3382.0111,129.0111,15.0111,510.0111,149.0111,1908.0111,243.0111,230.0111,111.0111,1673.0111
2979.0111,59.0111,15.0111,67.0111,12.0111,624.0111,230.0111,207.0111,106.0111,499.0111
2886.0111,94.0111,27.0111,330.0111,214.0111,1237.0111,250.0111,189.0111,49.0111,799.0111
2820.0111,103.0111,29.0111,210.0111,148.0111,1348.0111,253.0111,188.0111,41.0111,900.0111
3086.0111,218.0111,11.0111,525.0111,72.0111,2366.0111,207.0111,251.0111,179.0111,1507.0111
3073.0111,141.0111,13.0111,150.0111,18.0111,1842.0111,239.0111,236.0111,125.0111,1871.0111
3361.0111,338.0111,9.0111,607.0111,90.0111,1316.0111,201.0111,228.0111,166.0111,1299.0111
3317.0111,25.0111,15.0111,319.0111,78.0111,3428.0111,211.0111,205.0111,127.0111,2131.0111
2979.0111,36.0111,8.0111,1050.0111,213.0111,2683.0111,220.0111,222.0111,138.0111,853.0111
2744.0111,297.0111,1.0111,350.0111,90.0111,2717.0111,216.0111,238.0111,160.0111,1358.0111
2739.0111,13.0111,12.0111,484.0111,61.0111,2506.0111,208.0111,216.0111,143.0111,1657.0111
2730.0111,16.0111,12.0111,384.0111,52.0111,2428.0111,209.0111,214.0111,140.0111,1776.0111
2694.0111,19.0111,9.0111,210.0111,41.0111,2166.0111,214.0111,220.0111,143.0111,1988.0111
2649.0111,210.0111,8.0111,0.0111,0.0111,2041.0111,214.0111,247.0111,169.0111,1982.0111
2507.0111,327.0111,8.0111,30.0111,3.0111,1302.0111,200.0111,231.0111,170.0111,1203.0111
2531.0111,308.0111,15.0111,85.0111,31.0111,1187.0111,177.0111,229.0111,192.0111,1084.0111
2509.0111,86.0111,19.0111,150.0111,34.0111,1101.0111,244.0111,204.0111,81.0111,994.0111
2496.0111,338.0111,22.0111,120.0111,25.0111,819.0111,168.0111,204.0111,172.0111,696.0111
2867.0111,95.0111,32.0111,300.0111,195.0111,1276.0111,250.0111,174.0111,26.0111,841.0111
3432.0111,38.0111,14.0111,693.0111,83.0111,3500.0111,219.0111,209.0111,122.0111,1507.0111
3315.0111,16.0111,14.0111,295.0111,76.0111,3393.0111,207.0111,209.0111,137.0111,2215.0111
2748.0111,348.0111,7.0111,443.0111,101.0111,2673.0111,207.0111,229.0111,160.0111,1451.0111
2730.0111,29.0111,12.0111,342.0111,51.0111,2394.0111,216.0111,214.0111,133.0111,1869.0111
2683.0111,70.0111,22.0111,108.0111,32.0111,2134.0111,237.0111,190.0111,73.0111,2011.0111
2646.0111,156.0111,8.0111,0.0111,0.0111,2068.0111,229.0111,241.0111,145.0111,2012.0111
2615.0111,84.0111,21.0111,190.0111,-2.0111,1889.0111,244.0111,199.0111,74.0111,2060.0111
2522.0111,325.0111,20.0111,67.0111,18.0111,1237.0111,165.0111,213.0111,186.0111,1142.0111
2537.0111,99.0111,14.0111,127.0111,37.0111,1150.0111,242.0111,221.0111,106.0111,1052.0111
2523.0111,318.0111,27.0111,162.0111,48.0111,752.0111,140.0111,204.0111,199.0111,633.0111
2544.0111,311.0111,25.0111,190.0111,73.0111,698.0111,144.0111,212.0111,205.0111,573.0111
3413.0111,84.0111,13.0111,618.0111,180.0111,2155.0111,238.0111,217.0111,107.0111,1503.0111
3087.0111,62.0111,25.0111,360.0111,-81.0111,973.0111,232.0111,181.0111,67.0111,875.0111
2910.0111,323.0111,10.0111,420.0111,238.0111,1180.0111,195.0111,230.0111,174.0111,765.0111
2901.0111,94.0111,21.0111,360.0111,229.0111,1234.0111,248.0111,203.0111,74.0111,811.0111
2813.0111,90.0111,29.0111,210.0111,141.0111,1371.0111,249.0111,181.0111,40.0111,932.0111
3213.0111,270.0111,3.0111,272.0111,29.0111,510.0111,212.0111,240.0111,166.0111,1500.0111
3370.0111,338.0111,10.0111,595.0111,31.0111,1360.0111,198.0111,226.0111,167.0111,1307.0111
3377.0111,329.0111,10.0111,531.0111,38.0111,1421.0111,197.0111,229.0111,171.0111,1218.0111
3441.0111,38.0111,10.0111,721.0111,92.0111,3478.0111,220.0111,217.0111,131.0111,1471.0111
3393.0111,35.0111,18.0111,671.0111,228.0111,3419.0111,215.0111,197.0111,112.0111,1736.0111
3385.0111,41.0111,19.0111,644.0111,211.0111,3413.0111,219.0111,195.0111,104.0111,1766.0111
3218.0111,24.0111,16.0111,162.0111,14.0111,3339.0111,210.0111,204.0111,127.0111,3337.0111
3182.0111,2.0111,21.0111,806.0111,85.0111,2967.0111,185.0111,195.0111,142.0111,2589.0111
3151.0111,23.0111,19.0111,1047.0111,107.0111,2828.0111,206.0111,197.0111,122.0111,2200.0111
2752.0111,345.0111,8.0111,457.0111,101.0111,2694.0111,204.0111,227.0111,162.0111,1455.0111
2722.0111,23.0111,14.0111,295.0111,51.0111,2313.0111,212.0111,210.0111,133.0111,2051.0111
2698.0111,37.0111,9.0111,175.0111,44.0111,2188.0111,220.0111,220.0111,135.0111,2044.0111
2695.0111,54.0111,13.0111,150.0111,44.0111,2174.0111,227.0111,211.0111,115.0111,2042.0111
2595.0111,98.0111,19.0111,190.0111,0.0111,1883.0111,248.0111,209.0111,81.0111,2010.0111
2560.0111,180.0111,21.0111,90.0111,15.0111,1652.0111,223.0111,248.0111,148.0111,1590.0111
2491.0111,342.0111,15.0111,150.0111,21.0111,940.0111,187.0111,216.0111,166.0111,841.0111
2495.0111,329.0111,20.0111,150.0111,25.0111,911.0111,168.0111,212.0111,181.0111,811.0111
2552.0111,310.0111,24.0111,216.0111,78.0111,685.0111,146.0111,215.0111,205.0111,571.0111
2584.0111,316.0111,23.0111,258.0111,116.0111,604.0111,152.0111,213.0111,198.0111,481.0111
2909.0111,75.0111,14.0111,390.0111,237.0111,1213.0111,236.0111,213.0111,105.0111,807.0111
2847.0111,86.0111,31.0111,270.0111,175.0111,1328.0111,247.0111,172.0111,30.0111,900.0111
2797.0111,87.0111,33.0111,180.0111,125.0111,1410.0111,247.0111,166.0111,22.0111,973.0111
3182.0111,266.0111,10.0111,30.0111,10.0111,732.0111,194.0111,245.0111,189.0111,1521.0111
3366.0111,329.0111,11.0111,690.0111,95.0111,1240.0111,194.0111,227.0111,172.0111,1549.0111
3372.0111,342.0111,9.0111,624.0111,33.0111,1345.0111,201.0111,226.0111,164.0111,1371.0111
3394.0111,306.0111,7.0111,417.0111,55.0111,1549.0111,201.0111,236.0111,174.0111,1077.0111
3447.0111,53.0111,7.0111,750.0111,98.0111,3457.0111,224.0111,225.0111,135.0111,1436.0111
3372.0111,25.0111,17.0111,534.0111,151.0111,3360.0111,209.0111,200.0111,123.0111,1909.0111
3179.0111,14.0111,15.0111,957.0111,106.0111,2914.0111,204.0111,207.0111,137.0111,2382.0111
2947.0111,56.0111,14.0111,663.0111,149.0111,2865.0111,228.0111,208.0111,110.0111,510.0111
2725.0111,34.0111,12.0111,313.0111,54.0111,2322.0111,218.0111,213.0111,129.0111,2084.0111
2712.0111,58.0111,9.0111,268.0111,58.0111,2259.0111,227.0111,221.0111,127.0111,2081.0111
2639.0111,95.0111,15.0111,60.0111,-6.0111,2123.0111,242.0111,217.0111,100.0111,2072.0111
2611.0111,212.0111,16.0111,0.0111,0.0111,2076.0111,205.0111,253.0111,180.0111,2081.0111
2582.0111,93.0111,12.0111,175.0111,-11.0111,1894.0111,239.0111,221.0111,110.0111,1980.0111
2525.0111,331.0111,20.0111,85.0111,12.0111,1312.0111,169.0111,211.0111,179.0111,1230.0111
2497.0111,14.0111,9.0111,190.0111,27.0111,990.0111,212.0111,222.0111,147.0111,900.0111
3313.0111,127.0111,22.0111,362.0111,80.0111,1861.0111,250.0111,219.0111,85.0111,1626.0111
2917.0111,18.0111,2.0111,421.0111,245.0111,1189.0111,217.0111,234.0111,154.0111,806.0111
2901.0111,92.0111,23.0111,361.0111,229.0111,1248.0111,249.0111,197.0111,64.0111,850.0111
2833.0111,83.0111,29.0111,242.0111,161.0111,1366.0111,245.0111,178.0111,42.0111,942.0111
3363.0111,351.0111,11.0111,735.0111,92.0111,1194.0111,199.0111,221.0111,159.0111,1702.0111
3400.0111,301.0111,7.0111,376.0111,61.0111,1591.0111,201.0111,237.0111,176.0111,1055.0111
3192.0111,29.0111,12.0111,924.0111,101.0111,2975.0111,216.0111,214.0111,133.0111,2475.0111
2859.0111,21.0111,20.0111,216.0111,79.0111,3121.0111,203.0111,193.0111,121.0111,525.0111
2756.0111,4.0111,16.0111,339.0111,65.0111,2864.0111,197.0111,207.0111,145.0111,1289.0111
2696.0111,120.0111,13.0111,192.0111,47.0111,2227.0111,242.0111,229.0111,114.0111,2102.0111
2619.0111,65.0111,18.0111,42.0111,10.0111,2128.0111,234.0111,201.0111,92.0111,2105.0111
2529.0111,339.0111,18.0111,67.0111,10.0111,1365.0111,179.0111,212.0111,170.0111,1290.0111
3415.0111,77.0111,14.0111,541.0111,182.0111,2154.0111,237.0111,214.0111,105.0111,1437.0111
3362.0111,113.0111,26.0111,424.0111,129.0111,2012.0111,253.0111,203.0111,61.0111,1514.0111
3221.0111,97.0111,23.0111,124.0111,55.0111,1463.0111,250.0111,201.0111,68.0111,1385.0111
2882.0111,90.0111,30.0111,335.0111,210.0111,1283.0111,249.0111,179.0111,37.0111,892.0111
3363.0111,340.0111,14.0111,800.0111,92.0111,1159.0111,190.0111,219.0111,167.0111,1854.0111
3402.0111,309.0111,6.0111,350.0111,63.0111,1612.0111,203.0111,236.0111,172.0111,1063.0111
3397.0111,188.0111,7.0111,0.0111,0.0111,2657.0111,221.0111,246.0111,159.0111,384.0111
3400.0111,220.0111,8.0111,85.0111,7.0111,2793.0111,210.0111,248.0111,174.0111,492.0111
3456.0111,192.0111,17.0111,842.0111,63.0111,3386.0111,217.0111,251.0111,163.0111,366.0111
3439.0111,33.0111,16.0111,824.0111,90.0111,3362.0111,215.0111,205.0111,121.0111,1574.0111
3169.0111,22.0111,15.0111,1124.0111,300.0111,2897.0111,209.0111,206.0111,130.0111,2151.0111
3133.0111,13.0111,18.0111,1112.0111,264.0111,2809.0111,200.0111,201.0111,134.0111,1707.0111
2765.0111,3.0111,14.0111,361.0111,70.0111,2885.0111,200.0111,213.0111,149.0111,1295.0111
2770.0111,0.0111,10.0111,551.0111,116.0111,2718.0111,205.0111,221.0111,153.0111,1530.0111
2634.0111,71.0111,19.0111,85.0111,25.0111,2167.0111,237.0111,201.0111,88.0111,2133.0111
2616.0111,193.0111,11.0111,0.0111,0.0111,2089.0111,219.0111,249.0111,163.0111,2147.0111
2550.0111,113.0111,16.0111,42.0111,8.0111,1718.0111,246.0111,222.0111,100.0111,1711.0111
2553.0111,3.0111,8.0111,162.0111,40.0111,1243.0111,209.0111,225.0111,153.0111,1172.0111
2558.0111,329.0111,15.0111,268.0111,88.0111,742.0111,183.0111,221.0111,177.0111,663.0111
3409.0111,105.0111,13.0111,499.0111,176.0111,2135.0111,242.0111,223.0111,109.0111,1425.0111
3376.0111,346.0111,14.0111,800.0111,105.0111,1234.0111,191.0111,217.0111,163.0111,1742.0111
3407.0111,297.0111,4.0111,295.0111,68.0111,1676.0111,208.0111,238.0111,169.0111,1015.0111
3417.0111,181.0111,14.0111,446.0111,109.0111,2097.0111,224.0111,248.0111,154.0111,534.0111
